"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3238245";"";"None";"666.70";"2";"8.13";"25l";"C[C@@H](NC(=O)c1ccc([C@@H](CCC(C)(C)C)N2C(=O)C(c3cc(Cl)cc(Cl)c3)=N[C@]23CC[C@@H](C(C)(C)C)CC3)cc1)c1nnn[nH]1";"IC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242198";"Antagonist activity at human GCGR expressed in CHO cells assessed as inhibition of glucagon-stimulated cAMP production preincubated for 30 mins followed by glucagon induction measured after 45 mins by LANCE assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232855";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3308072";"";"";""
"CHEMBL179281";"";"None";"346.54";"1";"5.54";"2";"CCC(CC)C(=O)Nc1sc2c(c1C#N)CCC(C(C)(C)CC)C2";"IC50";"'='";"129.0";"nM";"6.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL874939";"Inhibition of glucagon induced cAMP accumulation in human glucagon receptor transfected CHO cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142008";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308072";"";"";""
"CHEMBL182148";"";"None";"435.64";"1";"5.86";"7 (D2 Diastereomer)";"CCC(CC)C(=O)Nc1sc2c(c1C#N)CCC(N(C)C1CCCc3ccccc31)C2";"IC50";"'='";"118.0";"nM";"6.93";"";"";"UO_0000065";"15.90";"0.31";"1.07";"12.34";"0";"CHEMBL832930";"Inhibitory concentration towards binding of [125I]glucagon to the human glucagon receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142008";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308072";"";"";""
"CHEMBL346464";"";"None";"545.01";"1";"4.99";"43";"O=C(N/N=C/c1ccc(CC(=O)N2CCN(c3ccc(F)cc3)CC2)c2ccccc12)c1ccc(O)c(Cl)c1";"IC50";"'='";"12.3";"nM";"7.91";"";"";"UO_0000065";"14.51";"0.28";"2.92";"9.28";"0";"CHEMBL684126";"In vitro binding affinity for recombinant human glucagon receptor (hGGR) in BHK cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"BHK";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135694";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL154437";"";"None";"487.87";"1";"5.71";"75";"O=C(N/N=C/c1ccc2c(ccn2Cc2ccc(OC(F)(F)F)cc2)c1)c1ccc(O)c(Cl)c1";"IC50";"'='";"286.0";"nM";"6.54";"";"";"UO_0000065";"13.41";"0.26";"0.83";"8.63";"0";"CHEMBL684126";"In vitro binding affinity for recombinant human glucagon receptor (hGGR) in BHK cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"BHK";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135694";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL160618";"";"None";"335.43";"0";"4.69";"8";"CN1CCC(c2cc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)CC1";"Inhibition";"'='";"7.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL680799";"Binding affinity towards glucagon receptor determined by reduction in binding of 125 I-glucagon to the human glucagon receptor (hGLUR) expressed on CHO cells in absence of Mg+2 at 2 uM";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132135";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";""
"CHEMBL159198";"";"None";"409.71";"1";"6.83";"33";"Clc1ccc(-c2cc(-c3ccc(Br)cc3)c(-c3ccncc3)[nH]2)cc1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"13.76";"0.31";"-1.19";"19.66";"0";"CHEMBL684120";"Binding affinity towards glucagon receptor determined by reduction in binding of [125I]glucagon to the human glucagon receptor (GGR) expressed on CHO cells in presence of Mg+2";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132135";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";""
"CHEMBL521650";"";"None";"537.69";"2";"7.31";"1";"O=C(O)CCNC(=O)c1ccc(CN(c2ccc(C3=CCCCC3)cc2)c2nc(-c3ccccc3)cs2)cc1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"12.81";"0.24";"-0.42";"8.34";"0";"CHEMBL995928";"Displacement of [125I]porcine glucagon from human recombinant glucagon receptor expressed in BHK cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BHK";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138494";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL471580";"";"None";"560.00";"2";"7.03";"16";"O=C(O)CCNC(=O)c1ccc(CN(c2ccc(Cl)cc2)c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1";"IC50";"'='";"76.0";"nM";"7.12";"";"";"UO_0000065";"12.71";"0.26";"0.09";"8.63";"0";"CHEMBL995928";"Displacement of [125I]porcine glucagon from human recombinant glucagon receptor expressed in BHK cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BHK";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138494";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL4229251";"";"None";"3695.23";"None";"None";"52";"CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)O";"Activity";"'='";"1067.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4220185";"Agonist activity at human GCG receptor expressed in HEK293 cells assessed as increase in cAMP level after 5 hrs by CRE driven luciferase reporter gene assay relative to glucagon";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219047";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";""
"CHEMBL493020";"";"None";"575.01";"2";"6.94";"29";"O=C(O)CCNC(=O)c1ccc(CC(c2ccc(OC(F)(F)F)cc2)c2nc(-c3ccc(Cl)cc3)cs2)cc1";"IC50";"'='";"98.0";"nM";"7.01";"";"";"UO_0000065";"12.19";"0.25";"0.07";"7.92";"0";"CHEMBL995928";"Displacement of [125I]porcine glucagon from human recombinant glucagon receptor expressed in BHK cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BHK";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138494";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL492605";"";"None";"565.62";"2";"6.86";"7";"O=C(O)CCNC(=O)c1ccc(CN(c2ccc3c(c2)CCC3)c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1";"IC50";"'='";"64.0";"nM";"7.19";"";"";"UO_0000065";"12.72";"0.25";"0.33";"8.72";"0";"CHEMBL995930";"Binding affinity to human recombinant glucagon receptor expressed in BHK cells by membrane filter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BHK";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138494";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL452040";"";"None";"435.69";"1";"6.40";"1";"O=C(NC(=O)c1ccccc1Cl)Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1";"IC50";"'='";"482.0";"nM";"6.32";"";"";"UO_0000065";"14.50";"0.31";"-0.08";"9.37";"0";"CHEMBL945216";"Displacement of [125I]glucagon from human GCGR expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157483";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";""
"CHEMBL513067";"";"None";"516.65";"1";"4.96";"26";"COc1ccc2c(c1)nc(N(Cc1ccc(C(=O)Nc3nnn[nH]3)cc1)[C@H]1CC[C@H](C(C)(C)C)CC1)n2C";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"16.25";"0.30";"3.44";"7.38";"0";"CHEMBL945216";"Displacement of [125I]glucagon from human GCGR expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157483";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";""
"CHEMBL507829";"";"None";"548.70";"2";"6.40";"11";"CC(C)(C)[C@H]1CC[C@H](N(Cc2ccc(C(=O)Nc3nnn[nH]3)cc2)c2nc3ccccc3n2-c2ccccc2)CC1";"IC50";"'='";"950.0";"nM";"6.02";"";"";"UO_0000065";"10.98";"0.20";"-0.38";"5.76";"0";"CHEMBL945216";"Displacement of [125I]glucagon from human GCGR expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157483";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";""
"CHEMBL459457";"";"None";"486.62";"0";"4.95";"7";"Cn1c(N(Cc2ccc(C(=O)Nc3nnn[nH]3)cc2)[C@H]2CC[C@H](C(C)(C)C)CC2)nc2ccccc21";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL945217";"Antagonist activity against human GCGR expressed in CHO cells assessed as glucagon-induced cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157483";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";""
"CHEMBL517861";"";"None";"500.65";"2";"5.26";"6";"Cc1ccc2c(c1)nc(N(Cc1ccc(C(=O)Nc3nnn[nH]3)cc1)[C@H]1CC[C@H](C(C)(C)C)CC1)n2C";"IC50";"'='";"71.0";"nM";"7.15";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL945217";"Antagonist activity against human GCGR expressed in CHO cells assessed as glucagon-induced cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157483";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";""
"CHEMBL459458";"";"None";"500.65";"2";"5.43";"8";"CCn1c(N(Cc2ccc(C(=O)Nc3nnn[nH]3)cc2)[C@H]2CC[C@H](C(C)(C)C)CC2)nc2ccccc21";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL945217";"Antagonist activity against human GCGR expressed in CHO cells assessed as glucagon-induced cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157483";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";""
"CHEMBL458322";"";"None";"362.40";"0";"1.98";"21";"CN(Cc1ccc(C(=O)Nc2nnn[nH]2)cc1)c1nc2ccccc2n1C";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL945217";"Antagonist activity against human GCGR expressed in CHO cells assessed as glucagon-induced cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157483";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";""
"CHEMBL513067";"";"None";"516.65";"1";"4.96";"26";"COc1ccc2c(c1)nc(N(Cc1ccc(C(=O)Nc3nnn[nH]3)cc1)[C@H]1CC[C@H](C(C)(C)C)CC1)n2C";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL945217";"Antagonist activity against human GCGR expressed in CHO cells assessed as glucagon-induced cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157483";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";""
"CHEMBL2159347";"";"None";"588.49";"2";"7.50";"15c";"COc1ccc2cc(-c3cc(-c4cc(Cl)ccc4Cl)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1";"IC50";"'='";"11.5";"nM";"7.94";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2160604";"Antagonist activity at human GCGR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157898";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308072";"";"";""
"CHEMBL1643952";"";"None";"444.45";"1";"6.24";"9a";"O=C(O)c1ccc(Cn2nc(C3CCCCC3)cc2-c2ccc(OC(F)(F)F)cc2)cc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"12.82";"0.24";"-0.54";"8.86";"0";"CHEMBL1648234";"Displacement of [125I]glucagon from human GCGR expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";""
"CHEMBL1643954";"";"None";"511.51";"2";"5.31";"10a";"O=C(Nc1nn[nH]n1)c1ccc(Cn2nc(C3CCCCC3)cc2-c2ccc(OC(F)(F)F)cc2)cc1";"IC50";"'='";"810.0";"nM";"6.09";"";"";"UO_0000065";"11.91";"0.22";"0.78";"5.51";"0";"CHEMBL1648234";"Displacement of [125I]glucagon from human GCGR expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";""
"CHEMBL1644181";"";"None";"578.37";"2";"6.68";"24";"O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3ccc(OC(F)(F)F)cc3)cc2-c2cc(Cl)cc(Cl)c2)cc1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1648235";"Antagonist activity at human GCGR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";""
"CHEMBL1644191";"";"None";"607.51";"2";"6.61";"34";"CN(CCC(=O)O)C(=O)c1ccc(Cn2nc(-c3ccc(OC(F)(F)F)cc3)cc2-c2ccc(OC(F)(F)F)cc2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1648235";"Antagonist activity at human GCGR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";""
"CHEMBL2381847";"";"None";"503.52";"2";"5.63";"45";"CCCC(Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1";"Kb";"'='";"770.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2382750";"Antagonist activity at human glucagon receptor assessed as inhibition of glucagon-induced cAMP production by cell based assay in presence of 4% bovine serum albumin";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380306";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL1644186";"";"None";"588.38";"2";"5.91";"29";"O=C(NCc1nn[nH]n1)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc(OC(F)(F)F)cc2)cc1";"IC50";"'='";"650.0";"nM";"6.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1648235";"Antagonist activity at human GCGR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";""
"CHEMBL3675870";"";"None";"571.96";"2";"7.04";"BDBM123591";"O=C(O)CCNC(=O)c1ccc(-c2cc(Cl)ccc2CNc2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)cn1";"Ki";"'='";"33.6";"nM";"7.47";"";"252509";"UO_0000065";"13.07";"0.26";"0.43";"8.18";"0";"CHEMBL3887065";"Binding Assay: The binding assay was performed by a filtration method in a 384 well format. Membranes at a final protein concentration of 6 μg/well were incubated with 125I-glucagon at 0.3 nM and in the presence of compound for 2 hours at room temperature in a total reaction volume of 40 μL per well. Assay buffer consisted of 50 mM HEPES, pH 7.4, 5 mM MgCl2, 1 mM CaCl2 and 0.2% BSA. 30 μL of the reaction was then transferred to PEI treated filter plates and followed by filter aspiration. Plates were then washed 5x and allowed to dry at room temperature overnight. The next day the bottom of the plate was covered with seal tape and scintillant was added. Total counts retained by the filters were quantified with a Top Count instrument.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638560";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL3675832";"";"None";"606.40";"2";"7.70";"BDBM123551";"O=C(O)CCNC(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CNc2ccc(-c3ccc(Cl)cc3F)c(Cl)c2)cn1";"Ki";"'='";"23.2";"nM";"7.63";"";"252469";"UO_0000065";"12.59";"0.25";"-0.07";"8.36";"0";"CHEMBL3887065";"Binding Assay: The binding assay was performed by a filtration method in a 384 well format. Membranes at a final protein concentration of 6 μg/well were incubated with 125I-glucagon at 0.3 nM and in the presence of compound for 2 hours at room temperature in a total reaction volume of 40 μL per well. Assay buffer consisted of 50 mM HEPES, pH 7.4, 5 mM MgCl2, 1 mM CaCl2 and 0.2% BSA. 30 μL of the reaction was then transferred to PEI treated filter plates and followed by filter aspiration. Plates were then washed 5x and allowed to dry at room temperature overnight. The next day the bottom of the plate was covered with seal tape and scintillant was added. Total counts retained by the filters were quantified with a Top Count instrument.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638560";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL3675863";"";"None";"602.44";"2";"7.87";"BDBM123584";"Cc1cc(Cl)ccc1-c1ccc(NCc2cc(Cl)c(C(F)(F)F)cc2-c2ccc(C(=O)NCCC(=O)O)nc2)cc1";"Ki";"'='";"24.2";"nM";"7.62";"";"252502";"UO_0000065";"12.64";"0.25";"-0.25";"8.34";"0";"CHEMBL3887065";"Binding Assay: The binding assay was performed by a filtration method in a 384 well format. Membranes at a final protein concentration of 6 μg/well were incubated with 125I-glucagon at 0.3 nM and in the presence of compound for 2 hours at room temperature in a total reaction volume of 40 μL per well. Assay buffer consisted of 50 mM HEPES, pH 7.4, 5 mM MgCl2, 1 mM CaCl2 and 0.2% BSA. 30 μL of the reaction was then transferred to PEI treated filter plates and followed by filter aspiration. Plates were then washed 5x and allowed to dry at room temperature overnight. The next day the bottom of the plate was covered with seal tape and scintillant was added. Total counts retained by the filters were quantified with a Top Count instrument.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638560";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL3675846";"";"None";"542.08";"2";"7.18";"BDBM123567";"CC(C)(C)c1ccc(-c2ccc(NCc3ccc(Cl)cc3-c3ccc(C(=O)NCCC(=O)O)nc3)cc2)cc1";"Ki";"'='";"72.4";"nM";"7.14";"";"252485";"UO_0000065";"13.17";"0.25";"-0.04";"7.82";"0";"CHEMBL3887065";"Binding Assay: The binding assay was performed by a filtration method in a 384 well format. Membranes at a final protein concentration of 6 μg/well were incubated with 125I-glucagon at 0.3 nM and in the presence of compound for 2 hours at room temperature in a total reaction volume of 40 μL per well. Assay buffer consisted of 50 mM HEPES, pH 7.4, 5 mM MgCl2, 1 mM CaCl2 and 0.2% BSA. 30 μL of the reaction was then transferred to PEI treated filter plates and followed by filter aspiration. Plates were then washed 5x and allowed to dry at room temperature overnight. The next day the bottom of the plate was covered with seal tape and scintillant was added. Total counts retained by the filters were quantified with a Top Count instrument.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638560";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL4288863";"";"None";"461.56";"1";"5.22";"7j";"CCCCC(Oc1ncc(-c2ccc(CC)cc2)cn1)c1ccc(C(=O)NCCC(=O)O)cc1";"Inhibition";"'>'";"60.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4265067";"Antagonist activity at human glucagon receptor expressed in CHO-K1 GCGR Gs cells assessed as inhibition of glucagon-induced cAMP accumulation at 10 uM pre-incubated for 10 mins before glucagon and forskolin addition and further incubated for 30 mins by luminescence-based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261626";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";""
"CHEMBL2381844";"";"None";"478.55";"0";"3.70";"41";"CCCC(Oc1ccc(-n2cc(C(=O)N(C)C)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1";"Ki";"'='";"6500.0";"nM";"5.19";"";"";"UO_0000065";"10.84";"0.20";"1.49";"4.56";"0";"CHEMBL2382751";"Displacement of [125I]-glucagon-cex from human glucagon receptor by cell based assay in presence of 0.2% bovine serum albumin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380306";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2381821";"";"None";"474.48";"1";"5.05";"19";"CCCC(Nc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1";"Ki";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"14.32";"0.27";"1.75";"7.06";"0";"CHEMBL2382751";"Displacement of [125I]-glucagon-cex from human glucagon receptor by cell based assay in presence of 0.2% bovine serum albumin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380306";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
