"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1080819";"";"None";"565.55";"2";"7.16";"9";"Cc1cn(Cc2ccc3ccccc3c2)c2c(-c3cc(NS(=O)(=O)c4cc(F)c(F)cc4F)no3)cc(F)cc12";"Activity";"'='";"-2.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1101711";"Activity at EP1 receptor at 0.1 uM by FLIPR assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154363";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL1080106";"";"None";"585.37";"2";"6.71";"11";"Cc1cn(Cc2ccc(Cl)cc2Cl)c2c(-c3nnc(NS(=O)(=O)c4cc(F)c(F)cc4F)o3)cc(F)cc12";"Activity";"'='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1101711";"Activity at EP1 receptor at 0.1 uM by FLIPR assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154363";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL563480";"";"None";"435.34";"0";"4.98";"24";"CCN1CCOc2ccc(C(=O)Nc3nnc(-c4c(Cl)cccc4Cl)s3)cc21";"Ki";"'>'";"25118.86";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1059841";"Inhibition of human EP1 receptor by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153033";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL1084551";"";"None";"466.46";"1";"5.90";"6g";"C[C@H](NC(=O)c1cccc2ccn(Cc3cccc(C(F)(F)F)c3)c12)c1ccc(C(=O)O)cc1";"Ki";"'>='";"785.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1120634";"Displacement of [3H]PGE2 from human prostanoid EP1 receptor expressed in HEK293-EBNA cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3833702";"";"";""
"CHEMBL213669";"";"None";"405.22";"0";"4.11";"12";"O=C(O)c1nn(Cc2cc(Br)ccc2OCc2ccccc2)cc1F";"Ki";"'='";"691.83";"nM";"6.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL864257";"Antagonist activity at EP1 receptor expressed in CHO-K1 cells assessed as inhibition of PGE2-stimulated calcium ion mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149349";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307512";"";"";""
"CHEMBL215407";"";"None";"387.23";"0";"3.97";"21";"O=C(O)c1cn(Cc2cc(Br)ccc2OCc2ccccc2)cn1";"Ki";"'<'";"1995.26";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL864257";"Antagonist activity at EP1 receptor expressed in CHO-K1 cells assessed as inhibition of PGE2-stimulated calcium ion mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149349";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307512";"";"";""
"CHEMBL91537";"";"None";"684.74";"2";"7.21";"18 (R)";"CO[C@@](C(=O)NS(=O)(=O)c1ccccc1-c1ccc(CN2C(=O)c3ccccc3CCc3ccccc32)cc1)(c1ccccc1)C(F)(F)F";"Ki";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"10.66";"0.20";"0.09";"7.87";"0";"CHEMBL766140";"Affinity at human EP1 receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131980";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL314533";"";"None";"614.77";"2";"7.08";"17";"CC(C)(C(=O)NS(=O)(=O)c1ccccc1-c1ccc(CN2C(=O)c3ccccc3CCc3ccccc32)cc1)c1ccccc1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"13.01";"0.24";"0.92";"9.58";"0";"CHEMBL766140";"Affinity at human EP1 receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131980";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL376053";"";"None";"384.48";"1";"5.93";"2a";"Cc1ccc(OCc2ccccc2)c(C/C=C/c2ccccc2/C=C/C(=O)O)c1";"Ki";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"12.28";"0.22";"-1.21";"10.15";"0";"CHEMBL909000";"Binding affinity to EP1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139690";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL278451";"";"None";"387.52";"0";"3.91";"10e";"CC(C)(c1ccccc1)C(O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O";"Ki";"'>'";"13000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765913";"Binding affinity towards EP1 receptor expressed in HEK293 ebna cells recombinantly expressing the corresponding human prostanoid cDNAs";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3307715";"";"";""
"CHEMBL207203";"";"None";"461.97";"0";"4.30";"7";"CC(O)c1cc(S(C)(=O)=O)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3";"Ki";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL856876";"Binding affinity to human EP1 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141416";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";""
"CHEMBL241037";"";"None";"498.60";"0";"3.58";"3f";"COc1ccc(N(CC(=O)NCCc2ccc(OC)c(OC)c2)S(=O)(=O)c2ccc(C)cc2)cc1";"Ki";"'<'";"1584.89";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903308";"Antagonist activity at human EP1 expressed in CHOK1 cells receptor assessed as inhibition of intracellular calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";""
"CHEMBL241287";"";"None";"443.96";"0";"3.86";"6g";"Cc1ccc(S(=O)(=O)N(CC(=O)NCc2ccc(Cl)cc2)c2ccc(C)cn2)cc1";"Ki";"'<'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903309";"Displacement of [3H]PGE2 from EP1 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL394173";"";"None";"557.07";"2";"6.80";"6e";"Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(S(=O)(=O)NC(=O)c2ccccc2)c1";"IC50";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"12.75";"0.25";"0.30";"9.17";"0";"CHEMBL897085";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148842";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL395582";"";"None";"370.45";"1";"6.06";"11";"O=C(O)c1cccc(C2=C(c3ccccc3OCc3ccccc3)CCC2)c1";"IC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"22.14";"0.40";"2.14";"17.62";"0";"CHEMBL889917";"Inhibition of human EP1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146277";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL232531";"";"None";"502.42";"2";"5.98";"4f";"Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccccc3Cl)o2)c2cccc(Cl)c2C)cc1";"IC50";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"14.13";"0.29";"1.12";"9.31";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL233808";"";"None";"485.97";"1";"5.47";"4d";"Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccccc3F)o2)c2cccc(Cl)c2C)cc1";"IC50";"'='";"501.19";"nM";"6.30";"";"";"UO_0000065";"12.96";"0.26";"0.83";"8.26";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL399613";"";"None";"498.00";"1";"5.33";"3b";"COc1ccc(Cc2nnc(CN(c3cccc(Cl)c3C)S(=O)(=O)c3ccc(C)cc3)o2)cc1";"IC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"16.47";"0.33";"2.87";"9.59";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL232160";"";"None";"531.56";"2";"5.70";"3a";"COc1ccc(Cc2nnc(CN(c3cccc(C(F)(F)F)c3C)S(=O)(=O)c3ccc(C)cc3)o2)cc1";"IC50";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"13.54";"0.27";"1.50";"8.42";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL232158";"";"None";"477.59";"0";"4.94";"2c";"CCc1ccccc1N(Cc1nnc(Cc2ccc(OC)cc2)o1)S(=O)(=O)c1ccc(C)cc1";"Ki";"'='";"630.96";"nM";"6.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL391270";"";"None";"519.41";"2";"5.83";"6c";"COc1ccc(Nc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(C)cc3)o2)cc1";"Ki";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL233134";"";"None";"538.84";"2";"6.02";"5a";"COc1ccc(Cc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(Cl)cc3)o2)cc1";"Ki";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL232389";"";"None";"535.98";"2";"6.34";"4b";"Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccc(C(F)(F)F)cc3)o2)c2cccc(Cl)c2C)cc1";"Ki";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL399614";"";"None";"518.42";"2";"5.68";"3d";"COc1ccc(Cc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(C)cc3)o2)cc1";"Ki";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL231759";"";"None";"512.03";"2";"5.72";"3c";"CCOc1ccc(Cc2nnc(CN(c3cccc(Cl)c3C)S(=O)(=O)c3ccc(C)cc3)o2)cc1";"Ki";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL14286";"";"None";"341.49";"0";"3.73";"8";"CCCCCC(O)CC[C@@H]1CCC(=O)N1CCCCCCC(=O)O";"Ki";"'>'";"13000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765913";"Binding affinity towards EP1 receptor expressed in HEK293 ebna cells recombinantly expressing the corresponding human prostanoid cDNAs";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3307715";"";"";""
"CHEMBL377649";"";"None";"462.34";"1";"6.49";"2";"Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1";"IC50";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"17.52";"0.37";"1.61";"15.74";"1";"CHEMBL865352";"Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";""
"CHEMBL427844";"";"None";"555.38";"2";"6.73";"3i";"CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)c1";"Ki";"'='";"0.1";"nM";"10.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL890039";"Inhibition of EP1 receptor expressed in CHO cells assessed as calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL212680";"";"None";"425.91";"1";"5.61";"22";"Cc1ccc(-c2cc(Cl)ccc2OCC2CCOCC2)n1-c1cccc(C(=O)O)c1";"IC50";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"17.37";"0.34";"1.79";"12.19";"0";"CHEMBL865352";"Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";""
"CHEMBL208912";"";"None";"435.88";"1";"6.52";"14";"Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2)n1-c1cccc(C(=O)O)c1";"IC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"18.81";"0.36";"1.68";"15.93";"0";"CHEMBL865352";"Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";""
"CHEMBL241076";"";"None";"443.96";"0";"3.86";"6d";"Cc1ccc(S(=O)(=O)N(CC(=O)NCc2ccc(Cl)cc2)c2ncccc2C)cc1";"Ki";"'<'";"1445.44";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903308";"Antagonist activity at human EP1 expressed in CHOK1 cells receptor assessed as inhibition of intracellular calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";""
"CHEMBL234940";"";"None";"441.86";"1";"6.39";"4";"O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccc(F)cc3F)CCC2)n1";"IC50";"'='";"2.512";"nM";"8.60";"";"";"UO_0000065";"19.46";"0.38";"2.21";"14.47";"1";"CHEMBL934144";"Displacement of [3H]PGE2 from EP1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL494466";"";"None";"503.47";"1";"5.60";"6";"Cc1cc(NC(=O)c2ccc(C3CCCN3)cc2)nn1Cc1cc(Cl)ccc1OCC(C)C.Cl";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1022752";"Antagonist activity of human PGE2 receptor expressed in CHOK1 cells assessed as inhibition of intracellular calcium mobilisation by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155060";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307512";"";"";""
"CHEMBL180046";"";"None";"510.06";"2";"8.50";"10";"O=C(Cc1ccccc1)Nc1cccc(-c2sccc2-c2cc(Cl)ccc2OCc2ccccc2)c1";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"16.27";"0.31";"-0.20";"21.66";"0";"CHEMBL840047";"Binding affinity against Prostaglandin E receptor in presence of 2% human serum albumin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144328";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL2385899";"";"None";"452.43";"1";"5.10";"30";"O=C(O)Cn1c2c(c3cc(C(F)(F)F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2388934";"Antagonist activity at human prostanoid EP1 receptor expressed in CHOK1 cells assessed as inhibition of PGE2-induced calcium flux after 60 mins by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307512";"";"";""
"CHEMBL87371";"";"None";"438.36";"1";"5.24";"21";"O=C(/C=C/c1ccccc1-c1ccc(Cl)c(Cl)c1)NS(=O)(=O)c1cccs1";"Ki";"'='";"8200.0";"nM";"5.09";"";"";"UO_0000065";"11.60";"0.26";"-0.15";"8.04";"0";"CHEMBL766141";"Binding affinity at human Prostanoid EP1 receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135328";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL442263";"";"None";"615.67";"2";"5.52";"38p";"COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NC[C@H](C)CC(F)(F)F)cc12";"pKB";"'='";"5.23";"";"";"";"";"";"";"";"";"";"0";"CHEMBL768934";"Compound was evaluated for the selectivity of Prostaglandin 1 receptors isolated from guinea pig ileum by displacing PGE-4";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127645";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL521609";"";"None";"518.54";"2";"5.92";"7b";"Cn1cc(/C=C/C(=O)NS(=O)(=O)c2ccc(F)c(F)c2)c2c(Oc3ccc4ccccc4c3)cccc21";"IC50";"'='";"1420.0";"nM";"5.85";"";"";"UO_0000065";"11.28";"0.22";"-0.07";"7.56";"0";"CHEMBL960843";"Displacement of radioligand from EP1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL123844";"";"None";"394.47";"1";"6.23";"7";"O=C(O)Cc1ccccc1-c1cccc(-c2ccccc2OCc2ccccc2)c1";"Ki";"'='";"9300.0";"nM";"5.03";"";"";"UO_0000065";"12.76";"0.23";"-1.20";"10.81";"0";"CHEMBL766138";"Affinity at human Prostanoid EP1 receptor in the human embryonic kidney (HEK) 293 cell line.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136332";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
